iso_code,continent,location,date,total_cases,new_cases_per_million,new_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,population,life_expectancy,gdp_per_capita
CAN,North America,Canada,2021-01-01,596582.0,164.689,2.158,20.232,108.596,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-02,602396.0,151.192,2.679,20.622,114.109,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-03,612021.0,250.297,1.82,20.908,117.438,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-04,621738.0,252.689,6.033,21.818,119.44,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-05,629266.0,195.765,3.797,22.156,121.417,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-06,638177.0,231.729,3.537,22.052,121.209,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-07,647408.0,240.051,4.759,22.052,121.651,0.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-08,656298.0,231.183,3.381,22.364,120.585,0.01,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-09,663188.0,179.174,3.381,22.26,121.911,0.01,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-10,669592.0,166.535,3.017,22.494,126.41,0.01,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-11,677012.0,192.956,3.251,22.91,128.204,0.01,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-12,683815.0,176.911,3.849,23.092,127.944,0.01,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-13,690906.0,184.401,4.707,23.482,128.152,0.03,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-14,697925.0,182.528,3.823,23.248,126.67,0.04,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-15,704874.0,180.708,4.603,23.118,124.251,0.05,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-16,710675.0,150.854,2.965,22.91,122.717,0.05,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-17,715559.0,127.008,3.641,22.832,124.277,0.06,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-18,721604.0,157.199,3.251,22.702,123.445,0.06,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-19,726920.0,138.242,3.589,22.78,120.481,0.06,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-20,732754.0,151.712,4.889,22.364,118.686,0.1,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-21,738597.0,151.946,3.641,22.078,116.294,0.11,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-22,744265.0,147.396,4.577,22.78,114.499,0.13,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-23,748567.0,111.873,3.043,22.702,111.093,0.14,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-24,752507.0,102.459,3.381,22.702,111.457,0.15,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-25,757859.0,139.178,3.277,22.104,109.324,0.17,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-26,762223.0,113.485,3.719,22.234,106.1,0.19,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-27,766674.0,115.748,2.21,21.662,103.993,0.22,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-28,771318.0,120.767,5.201,21.922,102.225,0.24,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-29,776006.0,121.911,3.563,21.116,97.18,0.27,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-30,779709.0,96.296,3.667,20.96,96.27,0.29,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-01-31,782912.0,83.294,2.34,20.778,95.75,0.3,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-01,786923.0,104.306,2.705,20.05,91.173,0.31,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-02,790553.0,94.398,2.002,19.738,92.681,0.32,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-03,794154.0,93.644,3.693,19.14,89.249,0.34,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-04,798083.0,102.173,4.109,18.906,86.232,0.38,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-05,802047.0,103.083,2.496,18.437,82.748,0.41,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-06,805018.0,77.26,2.418,18.645,81.135,0.45,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-07,807596.0,67.041,1.69,18.515,82.097,0.47,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-08,811102.0,91.173,1.768,17.631,79.263,0.5,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-09,814050.0,76.662,1.924,17.371,77.208,0.54,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-10,817659.0,93.852,2.47,16.747,73.178,0.59,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-11,821035.0,87.792,2.184,16.201,70.395,0.65,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-12,824345.0,86.076,1.924,15.967,68.159,0.71,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-13,826866.0,65.558,1.716,15.629,67.743,0.77,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-14,829076.0,57.471,1.69,15.759,67.691,0.8,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-15,831044.0,51.178,0.806,15.551,65.532,0.83,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-16,835022.0,103.447,1.898,15.759,66.703,0.87,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-17,837883.0,74.4,0.988,14.979,64.154,0.91,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-18,841333.0,89.717,1.638,14.615,63.582,0.97,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-19,844478.0,81.785,2.028,14.121,61.736,1.03,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-20,847051.0,66.911,1.404,14.641,61.085,1.08,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-21,849459.0,62.62,1.144,14.719,62.724,1.11,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-22,853033.0,92.941,1.274,14.745,61.398,1.19,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-23,856056.0,78.613,1.014,15.265,61.267,1.24,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-24,859115.0,79.549,1.17,14.901,59.499,1.28,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-25,862268.0,81.993,1.508,14.823,58.771,1.32,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-26,865383.0,81.005,1.3,14.407,56.977,1.36,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-27,867885.0,65.064,1.17,14.797,57.289,1.38,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-02-28,870022.0,55.572,0.884,14.667,57.445,1.39,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-01,873534.0,91.329,0.598,15.005,56.821,1.43,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-02,876588.0,79.419,0.728,14.563,55.962,1.46,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-03,879540.0,76.766,1.56,14.511,55.936,1.48,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-04,882779.0,84.23,1.196,14.225,54.948,1.49,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-05,886094.0,86.206,1.066,14.095,54.558,1.5,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-06,888748.0,69.017,0.546,13.887,54.532,1.5,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-07,891117.0,61.606,0.676,14.147,55.65,1.51,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-08,894883.0,97.934,0.962,14.407,53.96,1.54,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-09,897914.0,78.821,0.728,14.329,55.65,1.55,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-10,901124.0,83.476,0.806,14.199,54.662,1.56,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-11,904562.0,89.405,0.936,14.199,55.052,1.57,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-12,908333.0,98.064,0.858,13.965,54.428,1.58,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-13,911149.0,73.23,0.78,14.043,55.494,1.59,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-14,913552.0,62.49,0.754,14.615,57.549,1.6,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-15,917437.0,101.029,0.832,14.433,56.795,1.61,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-16,920915.0,90.445,0.624,15.343,57.003,1.62,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-17,924545.0,94.398,0.91,15.187,57.757,1.64,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-18,928472.0,102.121,0.936,15.291,58.017,1.65,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-19,932819.0,113.043,0.702,15.083,58.797,1.67,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-20,936138.0,86.31,0.676,15.187,59.811,1.68,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-21,939245.0,80.797,0.858,15.369,60.149,1.69,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-22,944332.0,132.287,1.04,16.175,62.724,1.7,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-23,948376.0,105.164,0.494,16.591,62.802,1.71,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-24,953373.0,129.946,0.624,16.617,62.88,1.72,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-25,958540.0,134.367,0.806,17.293,64.934,1.74,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-26,964151.0,145.913,0.936,17.553,64.544,1.76,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-27,968273.0,107.192,0.676,17.553,65.376,1.78,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-28,972301.0,104.748,0.728,18.021,67.197,1.79,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-29,978910.0,171.866,0.52,18.333,68.939,1.81,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-30,984144.0,136.11,0.676,18.515,69.043,1.83,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-03-31,990662.0,169.5,0.858,18.645,69.979,1.85,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-01,997016.0,165.235,1.118,18.776,70.369,1.88,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-02,1001635.0,120.117,0.728,19.608,72.84,1.9,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-03,1007597.0,155.041,0.52,20.57,74.868,1.91,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-04,1011978.0,113.927,0.624,21.298,77.0,1.91,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-05,1019494.0,195.453,0.546,22.338,80.329,1.94,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-06,1030673.0,290.708,1.196,22.26,81.707,1.98,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-07,1038829.0,212.096,0.832,23.326,83.346,2.02,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-08,1047704.0,230.793,0.988,23.898,85.01,2.07,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-09,1056897.0,239.063,1.04,24.965,87.714,2.12,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-10,1064862.0,207.129,0.936,25.901,91.927,2.16,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-11,1072047.0,186.845,0.728,26.369,95.386,2.18,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-12,1082418.0,269.697,1.066,26.733,98.246,2.23,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-13,1090614.0,213.136,0.936,27.175,100.977,2.27,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-14,1099978.0,243.51,1.378,27.825,101.991,2.3,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-15,1109734.0,253.704,1.43,29.255,105.008,2.35,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-16,1118002.0,215.008,1.066,30.01,109.116,2.37,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-17,1125830.0,203.566,1.3,30.842,111.535,2.43,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-18,1133021.0,187.001,0.832,31.622,114.577,2.44,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-19,1142625.0,249.751,1.144,31.596,114.942,2.5,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-20,1150528.0,205.517,1.196,32.792,117.49,2.53,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-21,1158744.0,213.656,1.3,33.624,117.022,2.56,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-22,1167777.0,234.902,1.534,34.014,116.632,2.61,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-23,1176003.0,213.916,1.586,34.691,115.93,2.66,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-24,1183187.0,186.819,1.144,34.899,117.594,2.7,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-25,1189788.0,171.658,0.988,35.549,118.634,2.73,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-26,1198434.0,224.838,1.534,35.497,118.218,2.75,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-27,1205937.0,195.115,1.066,35.445,117.438,2.8,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-28,1214206.0,215.034,1.352,35.887,115.124,2.85,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-29,1222564.0,217.349,1.352,35.913,113.953,2.9,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-04-30,1230530.0,207.155,1.3,36.043,112.731,2.95,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-01,1238296.0,201.954,1.092,36.069,114.083,3.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-02,1244435.0,159.644,1.014,35.913,115.436,3.03,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-03,1252750.0,216.231,1.066,35.991,112.601,3.05,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-04,1259651.0,179.46,1.43,35.757,109.897,3.1,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-05,1267370.0,200.732,1.404,35.003,108.31,3.15,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-06,1275453.0,210.197,1.014,34.326,105.19,3.21,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-07,1283199.0,201.434,1.04,34.066,102.927,3.28,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-08,1289678.0,168.486,1.014,33.806,102.433,3.33,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-09,1295213.0,143.937,1.508,33.468,103.915,3.36,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-10,1302154.0,180.5,1.456,33.312,100.769,3.4,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-11,1308236.0,158.162,0.832,32.74,101.185,3.46,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-12,1314850.0,171.996,1.404,32.818,99.495,3.52,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-13,1321202.0,165.183,1.482,32.974,99.105,3.59,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-14,1327214.0,156.341,1.144,33.0,94.112,3.69,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-15,1332007.0,124.641,1.014,33.234,94.632,3.75,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-16,1336276.0,111.015,1.04,32.974,96.166,3.79,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-17,1341268.0,129.816,0.884,32.428,92.603,3.83,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-18,1345649.0,113.927,0.936,31.076,90.315,3.9,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-19,1350639.0,129.764,1.248,30.244,88.235,4.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-20,1355117.0,116.45,1.17,29.646,85.218,4.12,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-21,1359588.0,116.268,1.326,29.021,84.776,4.26,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-22,1363020.0,89.249,1.066,28.293,81.213,4.39,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-23,1365851.0,73.62,0.728,28.059,82.045,4.45,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-24,1368224.0,61.71,0.78,27.903,80.355,4.5,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-25,1371721.0,90.939,1.638,27.565,78.119,4.56,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-26,1374572.0,74.14,0.962,26.733,75.934,4.7,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-27,1377598.0,78.691,1.3,26.005,72.346,4.87,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-28,1380542.0,76.558,0.754,24.965,68.575,5.05,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-29,1382890.0,61.059,0.988,24.445,67.119,5.24,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-30,1384742.0,48.161,0.884,24.419,65.714,5.41,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-05-31,1387091.0,61.085,0.91,23.3,62.36,5.58,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-01,1388921.0,47.589,0.494,22.598,61.137,5.8,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-02,1391117.0,57.107,1.196,21.064,57.835,6.06,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-03,1393272.0,56.041,0.832,20.05,54.584,6.43,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-04,1395085.0,47.147,0.91,19.322,52.946,6.87,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-05,1396586.0,39.033,0.858,18.932,52.66,7.25,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-06,1397774.0,30.894,0.312,18.463,51.698,7.58,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-07,1399237.0,38.045,0.962,17.891,50.215,7.98,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-08,1400611.0,35.731,0.78,17.527,48.135,8.47,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-09,1402184.0,40.906,1.352,17.059,46.419,9.1,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-10,1403622.0,37.395,0.78,16.643,43.896,9.88,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-11,1404971.0,35.081,0.338,15.811,41.972,10.73,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-12,1406133.0,30.218,0.728,15.837,41.712,11.49,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-13,1407055.0,23.976,0.442,15.421,40.776,12.17,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-14,1408107.0,27.357,0.364,14.641,40.152,13.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-15,1409077.0,25.225,0.702,14.095,38.279,13.86,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-16,1410095.0,26.473,0.728,13.367,36.095,14.82,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-17,1411193.0,28.553,0.312,13.21,34.43,15.87,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-18,1412182.0,25.719,0.286,12.768,33.052,17.0,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-19,1412925.0,19.322,0.806,12.69,32.168,17.93,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-20,1413544.0,16.097,0.572,12.43,32.636,18.68,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-21,1414228.0,17.787,0.26,12.248,30.348,19.53,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-22,1414880.0,16.955,1.768,11.962,29.464,20.6,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-23,1415589.0,18.437,0.546,11.676,28.267,21.79,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-24,1416297.0,18.411,0.442,10.922,27.721,23.15,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-25,1416935.0,16.591,0.13,10.766,26.551,24.36,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-26,1417455.0,13.523,0.442,10.662,26.109,25.4,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-27,1417858.0,10.48,0.338,10.298,26.031,26.23,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-28,1418570.0,18.515,0.286,9.804,25.485,27.85,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-29,1419198.0,16.331,0.936,9.726,24.341,29.23,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-06-30,1419748.0,14.303,0.546,9.362,23.352,30.66,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-01,1420024.0,7.177,0.494,9.076,22.156,31.76,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-02,1420680.0,17.059,0.624,8.66,21.584,33.09,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-03,1421065.0,10.012,0.26,8.166,21.116,33.95,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-04,1421358.0,7.619,0.312,8.036,21.064,34.7,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-05,1421931.0,14.901,0.208,7.853,20.804,36.12,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-06,1422336.0,10.532,0.338,7.489,20.544,37.27,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-07,1422896.0,14.563,0.156,7.255,20.284,38.46,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-08,1423419.0,13.601,0.468,7.151,18.802,39.92,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-09,1423953.0,13.887,0.364,7.073,18.229,41.21,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-10,1424300.0,9.024,0.234,7.151,18.567,42.08,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-11,1424569.0,6.995,0.208,7.255,18.229,42.75,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-12,1425023.0,11.806,0.078,6.735,17.683,43.92,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-13,1425388.0,9.492,0.286,6.475,17.215,44.9,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-14,1425712.0,8.426,0.208,6.163,16.773,45.9,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-15,1426159.0,11.624,0.364,5.825,16.279,46.92,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-16,1426525.0,9.518,0.442,5.487,15.473,47.93,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-17,1426872.0,9.024,0.104,5.435,15.655,48.63,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-18,1427163.0,7.567,0.182,5.461,15.785,49.15,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-19,1427728.0,14.693,0.104,5.331,15.239,50.15,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-20,1428083.0,9.232,0.104,5.539,14.823,50.93,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-21,1428621.0,13.991,0.104,5.565,14.693,51.83,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-22,1429015.0,10.246,0.364,5.435,14.173,52.71,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-23,1429610.0,15.473,0.338,5.097,13.288,53.53,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-24,1429984.0,9.726,0.13,4.889,13.236,54.09,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-25,1430278.0,7.645,0.104,4.967,13.731,54.55,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-26,1431222.0,24.549,0.104,4.915,13.367,55.45,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-27,1431816.0,15.447,0.208,4.811,12.846,56.09,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-28,1432659.0,21.922,0.26,4.889,12.976,56.7,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-29,1433590.0,24.211,0.156,4.759,12.898,57.3,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-30,1434495.0,23.534,0.416,4.447,12.664,57.87,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-07-31,1434967.0,12.274,0.156,4.161,12.352,58.27,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-01,1435347.0,9.882,0.052,4.213,12.534,58.6,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-02,1435683.0,8.738,0.026,4.369,12.664,58.81,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-03,1437713.0,52.79,0.156,4.421,12.924,59.43,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-04,1438806.0,28.423,0.286,4.577,13.445,59.79,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-05,1440396.0,41.348,0.494,4.499,14.173,60.19,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-06,1442021.0,42.258,0.442,4.603,13.419,60.56,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-07,1442740.0,18.698,0.234,4.551,13.757,60.84,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-08,1443469.0,18.958,0.156,4.473,13.367,61.05,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-09,1446326.0,74.296,0.234,4.655,14.251,61.45,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-10,1447743.0,36.849,0.13,4.863,14.745,61.73,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-11,1449822.0,54.064,0.13,5.383,15.421,62.02,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-12,1451984.0,56.223,0.104,5.305,16.097,62.33,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-13,1454422.0,63.4,0.156,5.565,16.643,62.62,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-14,1455494.0,27.877,0.078,5.773,16.409,62.86,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-15,1456423.0,24.159,,5.903,16.981,63.07,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-16,1460340.0,101.861,0.104,6.319,18.489,63.41,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-17,1462314.0,51.334,0.39,6.449,19.088,63.69,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-18,1464910.0,67.509,1.092,6.631,20.232,63.94,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-19,1467812.0,75.466,0.572,6.995,21.584,64.2,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-20,1470842.0,78.795,0.156,7.073,22.832,64.43,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-21,1472306.0,38.071,0.026,5.851,20.31,64.63,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-22,1473497.0,30.972,0.052,6.241,21.87,64.78,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-23,1478305.0,125.031,0.572,6.371,22.286,65.02,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-24,1480796.0,64.778,0.884,8.66,27.175,65.24,38454328.0,82.43,44017.591
CAN,North America,Canada,2021-08-25,1484267.0,90.263,0.182,9.102,28.345,65.42,38454328.0,82.43,44017.591
