iso_code,continent,location,date,total_cases,new_cases_per_million,new_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,population,life_expectancy,gdp_per_capita
USA,North America,United States,2021-02-11,27563252.0,313.84,9.338,52.363,207.239,4.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-12,27662808.0,294.292,8.389,51.24,199.639,5.1,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-13,27753164.0,267.096,6.654,49.854,191.431,5.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-14,27821353.0,201.57,3.402,48.331,187.109,5.35,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-15,27877453.0,165.834,2.799,47.968,183.907,5.51,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-16,27937300.0,176.91,4.86,47.063,181.809,5.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-17,28006291.0,203.94,7.115,46.052,183.999,6.05,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-18,28078536.0,213.559,7.562,44.412,172.361,6.34,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-19,28153392.0,221.278,7.437,42.839,167.72,6.68,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-20,28226963.0,217.479,5.661,41.707,160.812,6.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-21,28282210.0,163.313,3.577,40.569,158.485,6.98,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-22,28338261.0,165.689,3.577,40.412,156.747,7.22,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-23,28412093.0,218.251,6.675,39.475,153.667,7.54,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-24,28487108.0,221.748,9.507,38.106,150.628,7.91,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-25,28564181.0,227.831,7.133,36.844,144.979,8.32,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-26,28639123.0,221.532,6.299,35.96,139.605,8.74,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-27,28709957.0,209.388,4.472,34.633,134.009,8.98,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-28,28761610.0,152.689,3.21,34.148,132.644,9.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-01,28811727.0,148.148,3.893,33.587,129.241,9.32,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-02,28870410.0,173.47,5.655,32.635,126.075,9.61,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-03,28937492.0,198.297,7.455,31.76,124.606,9.95,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-04,29005969.0,202.421,5.687,31.204,118.759,10.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-05,29073172.0,198.655,5.067,30.515,117.003,10.73,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-06,29133941.0,179.636,4.49,29.646,112.939,10.99,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-07,29175481.0,122.794,2.075,29.111,111.647,11.1,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-08,29220226.0,132.268,2.125,28.94,111.404,11.36,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-09,29276066.0,165.066,5.206,28.414,109.492,11.68,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-10,29333784.0,170.617,4.54,27.949,108.372,12.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-11,29395558.0,182.607,4.558,27.32,106.163,12.5,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-12,29457841.0,184.111,4.206,26.959,105.374,12.96,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-13,29514118.0,166.357,2.858,26.329,103.411,13.27,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-14,29552681.0,113.994,1.522,25.939,101.723,13.4,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-15,29604214.0,152.334,2.087,25.975,102.578,13.67,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-16,29659303.0,162.846,3.698,25.824,102.211,13.99,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-17,29719185.0,177.014,3.53,25.664,102.264,14.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-18,29781396.0,183.899,4.821,25.188,100.813,14.7,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-19,29842308.0,180.059,3.024,24.896,100.609,15.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-20,29900576.0,172.243,2.276,24.361,98.182,15.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-21,29935983.0,104.665,2.087,24.024,98.386,15.44,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-22,29984418.0,143.176,1.638,24.674,99.743,15.69,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-23,30037160.0,155.908,2.791,24.769,100.494,16.04,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-24,30124995.0,259.644,4.322,25.091,101.59,16.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-25,30192380.0,199.193,3.976,24.648,101.576,16.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-26,30268519.0,225.07,3.417,24.621,102.38,17.52,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-27,30332323.0,188.607,2.38,24.243,100.346,17.87,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-28,30378695.0,137.078,1.307,24.71,101.877,18.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-29,30445336.0,196.994,1.88,24.946,103.541,18.42,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-30,30507559.0,183.934,2.634,25.339,104.697,18.92,338289856.0,78.86,54225.446
USA,North America,United States,2021-03-31,30576969.0,205.179,3.166,25.132,105.138,19.51,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-01,30653823.0,227.184,3.252,25.038,105.149,20.19,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-02,30727705.0,218.399,2.637,25.026,105.256,20.74,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-03,30792220.0,190.709,2.235,25.248,104.038,21.09,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-04,30830087.0,111.937,0.925,25.44,105.457,21.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-05,30898311.0,201.673,1.378,26.158,108.262,21.69,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-06,30961708.0,187.404,2.459,26.64,111.002,22.32,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-07,31037465.0,223.941,7.692,26.675,111.585,23.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-08,31117310.0,236.025,2.992,27.178,112.191,23.78,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-09,31201728.0,249.543,2.669,27.033,111.904,24.52,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-10,31272093.0,208.002,2.247,26.989,110.988,25.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-11,31319418.0,139.895,0.863,27.329,112.593,25.26,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-12,31382617.0,186.819,1.339,27.941,115.07,25.78,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-13,31463328.0,238.585,2.554,28.189,115.88,26.3,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-14,31538297.0,221.612,2.77,28.322,116.672,26.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-15,31612531.0,219.439,2.681,28.011,115.841,27.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-16,31695275.0,244.595,2.572,28.171,116.486,28.05,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-17,31750663.0,163.729,2.096,28.233,115.321,28.41,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-18,31794483.0,129.534,1.035,28.473,116.646,28.58,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-19,31854316.0,176.869,1.466,29.052,118.868,29.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-20,31916640.0,184.233,2.474,29.318,118.851,29.58,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-21,31981324.0,191.209,2.655,29.312,118.378,30.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-22,32047543.0,195.746,2.782,29.093,115.88,30.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-23,32110195.0,185.202,2.255,28.688,113.991,31.39,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-24,32164495.0,160.513,2.217,28.295,110.429,31.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-25,32198897.0,101.694,0.913,28.218,109.767,31.9,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-26,32242177.0,127.938,1.422,28.848,110.97,32.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-27,32294224.0,153.853,1.969,28.57,109.986,32.87,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-28,32350078.0,165.107,2.909,28.186,109.022,33.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-29,32407769.0,170.537,2.613,27.701,106.385,34.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-04-30,32465495.0,170.641,2.377,27.32,104.538,34.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-01,32513662.0,142.384,2.214,26.915,100.52,34.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-02,32544256.0,90.437,0.955,26.826,99.808,35.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-03,32589645.0,134.172,1.437,27.222,100.399,35.57,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-04,32632376.0,126.315,2.587,27.136,99.781,36.1,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-05,32678182.0,135.405,2.406,26.46,98.552,36.65,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-06,32724125.0,135.81,2.353,26.111,96.086,37.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-07,32772293.0,142.387,2.241,25.558,94.097,37.74,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-08,32807263.0,103.373,1.889,25.032,90.558,38.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-09,32829998.0,67.206,0.777,24.71,89.137,38.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-10,32862792.0,96.941,1.188,24.656,88.643,38.56,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-11,32898079.0,104.31,2.01,24.529,87.15,39.0,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-12,32934043.0,106.311,2.264,23.985,86.059,39.43,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-13,32971928.0,111.99,2.208,23.403,83.284,39.86,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-14,33013514.0,122.93,1.865,22.549,81.061,40.29,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-15,33043994.0,90.1,1.549,21.901,77.401,40.59,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-16,33061626.0,52.121,0.795,21.49,75.811,40.74,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-17,33087148.0,75.444,1.188,21.576,75.565,41.05,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-18,33116163.0,85.77,2.309,21.174,73.969,41.4,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-19,33145220.0,85.894,1.933,20.858,73.679,41.76,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-20,33175229.0,88.708,2.022,20.222,70.809,42.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-21,33203893.0,84.732,1.78,19.699,69.163,42.48,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-22,33224810.0,61.832,1.443,19.132,66.934,42.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-23,33238595.0,40.749,0.606,18.954,66.348,42.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-24,33260749.0,65.488,1.304,18.975,66.307,43.04,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-25,33284556.0,70.375,1.889,18.656,65.29,43.3,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-26,33308923.0,72.03,2.912,18.144,63.845,43.55,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-27,33335465.0,78.459,3.991,17.736,62.242,43.8,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-28,33357381.0,64.785,1.581,17.08,60.297,44.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-29,33370359.0,38.364,0.97,16.572,57.566,44.16,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-30,33377563.0,21.295,0.437,16.332,56.348,44.22,338289856.0,78.86,54225.446
USA,North America,United States,2021-05-31,33383912.0,18.768,0.535,16.382,55.213,44.26,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-01,33405001.0,62.34,1.901,16.226,55.151,44.5,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-02,33421587.0,49.029,1.655,15.732,53.454,44.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-03,33439566.0,53.147,1.865,15.298,52.127,44.96,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-04,33457085.0,51.787,1.528,14.765,50.164,45.25,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-05,33472243.0,44.808,1.726,14.094,48.178,45.48,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-06,33478139.0,17.429,0.5,13.825,47.258,45.59,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-07,33492324.0,41.931,0.916,13.849,46.534,45.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-08,33505125.0,37.84,0.91,13.621,46.203,46.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-09,33523326.0,53.803,1.404,13.237,45.115,46.32,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-10,33537848.0,42.928,1.191,12.956,43.862,46.56,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-11,33562361.0,72.462,1.555,12.711,42.629,46.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-12,33571182.0,26.075,0.792,12.374,41.207,47.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-13,33576208.0,14.857,0.331,11.969,41.258,47.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-14,33588112.0,35.189,0.559,12.025,41.175,47.3,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-15,33598759.0,31.473,0.955,11.644,40.563,47.5,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-16,33610513.0,34.745,1.132,11.466,39.889,47.69,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-17,33622037.0,34.065,0.884,11.251,38.706,47.87,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-18,33643021.0,62.03,1.774,11.053,38.0,48.05,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-19,33651910.0,26.276,0.503,10.858,36.9,48.16,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-20,33656835.0,14.559,0.234,10.828,36.959,48.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-21,33667563.0,31.712,0.769,10.961,37.225,48.3,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-22,33678334.0,31.84,1.017,11.067,37.066,48.44,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-23,33690828.0,36.933,1.141,10.937,37.273,48.58,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-24,33705027.0,41.973,1.008,10.748,36.646,48.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-25,33729546.0,72.479,1.561,10.692,36.679,48.84,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-26,33738608.0,26.788,0.476,10.529,36.176,48.93,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-27,33743267.0,13.772,0.222,10.42,36.161,48.98,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-28,33757030.0,40.684,0.47,10.692,36.98,49.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-29,33764563.0,22.268,0.973,10.866,37.429,49.18,338289856.0,78.86,54225.446
USA,North America,United States,2021-06-30,33779847.0,45.18,0.887,10.858,38.065,49.29,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-01,33794773.0,44.122,0.837,10.683,38.024,49.39,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-02,33824374.0,87.502,1.283,11.904,39.12,49.49,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-03,33829661.0,15.629,0.245,11.094,38.18,49.55,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-04,33833926.0,12.608,0.118,11.165,38.786,49.56,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-05,33843087.0,27.08,0.358,11.478,39.709,49.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-06,33865650.0,66.697,0.905,11.765,41.308,49.72,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-07,33885787.0,59.526,0.967,12.214,43.347,49.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-08,33906686.0,61.778,0.739,12.702,44.559,49.91,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-09,33953657.0,138.848,1.366,12.915,45.55,50.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-10,33963693.0,29.667,0.231,13.131,46.439,50.08,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-11,33975456.0,34.772,0.358,13.707,48.467,50.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-12,34005108.0,87.653,0.695,14.434,51.228,50.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-13,34031590.0,78.282,1.055,14.993,53.812,50.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-14,34062707.0,91.983,0.967,15.534,56.416,50.36,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-15,34094649.0,94.422,1.052,16.181,58.87,50.44,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-16,34172668.0,230.628,1.339,17.101,61.704,50.53,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-17,34186759.0,41.654,0.213,17.719,63.836,50.59,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-18,34207129.0,60.215,0.281,18.54,66.7,50.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-19,34256318.0,145.405,0.585,19.856,71.717,50.7,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-20,34296224.0,117.964,0.857,21.032,75.97,50.78,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-21,34344064.0,141.417,1.073,21.898,79.976,50.86,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-22,34400500.0,166.827,0.851,22.723,84.558,50.94,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-23,34521280.0,357.031,1.632,23.935,89.553,51.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-24,34550687.0,86.928,0.402,24.887,93.024,51.08,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-25,34579312.0,84.617,0.302,26.211,98.75,51.1,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-26,34657824.0,232.085,0.739,27.929,105.673,51.16,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-27,34722952.0,192.521,1.354,29.543,113.205,51.24,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-28,34796474.0,217.334,1.132,30.672,119.64,51.32,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-29,34868900.0,214.095,0.94,32.277,124.745,51.4,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-30,35060060.0,565.078,2.616,33.885,131.665,51.48,338289856.0,78.86,54225.446
USA,North America,United States,2021-07-31,35104794.0,132.236,0.52,35.795,137.243,51.54,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-01,35150173.0,134.142,0.689,37.536,143.481,51.57,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-02,35257618.0,317.612,1.014,39.85,153.064,51.64,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-03,35355656.0,289.805,1.732,41.538,161.016,51.72,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-04,35458068.0,302.734,1.614,43.253,168.332,51.8,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-05,35567658.0,323.953,1.555,44.911,176.142,51.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-06,35819599.0,744.749,3.349,46.504,183.635,51.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-07,35883538.0,189.007,0.786,47.782,187.839,52.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-08,35919224.0,105.489,0.399,49.614,196.19,52.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-09,36077579.0,468.104,1.528,52.343,206.444,52.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-10,36195850.0,349.614,2.459,53.989,214.375,52.24,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-11,36350335.0,456.665,2.38,56.203,221.18,52.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-12,36494249.0,425.416,3.051,57.752,227.521,52.43,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-13,36720992.0,670.262,3.13,59.346,232.286,52.54,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-14,36795275.0,219.584,0.798,60.306,235.366,52.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-15,36843139.0,141.488,0.641,62.305,241.284,52.67,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-16,37036420.0,571.347,3.077,64.066,249.233,52.77,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-17,37187609.0,446.921,3.027,65.929,256.419,52.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-18,37354893.0,494.499,3.559,67.082,261.982,53.0,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-19,37510171.0,459.009,5.282,68.09,264.353,53.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-20,37749305.0,706.891,4.322,69.168,266.609,53.26,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-21,37842890.0,276.641,1.706,69.919,267.277,53.35,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-22,37888248.0,134.08,0.65,71.187,272.663,53.4,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-23,38094351.0,609.25,3.949,72.598,279.884,53.53,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-24,38249544.0,458.757,4.242,74.058,283.757,53.65,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-25,38428732.0,529.688,4.591,74.084,283.709,53.78,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-26,38612598.0,543.516,6.568,74.637,284.874,53.91,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-27,38850961.0,704.612,5.152,74.98,284.348,54.07,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-28,38931093.0,236.874,1.927,75.187,281.034,54.18,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-29,38984269.0,157.191,0.964,76.21,284.15,54.24,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-30,39212140.0,673.597,5.064,76.618,287.328,54.37,338289856.0,78.86,54225.446
USA,North America,United States,2021-08-31,39392188.0,532.23,4.269,76.573,289.163,54.5,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-01,39582659.0,563.041,6.042,76.748,289.669,54.63,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-02,39761868.0,529.75,8.889,76.99,289.134,54.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-03,39997034.0,695.161,5.735,76.742,286.249,54.9,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-04,40084416.0,258.305,1.93,75.701,281.067,54.98,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-05,40149097.0,191.2,1.265,75.763,281.652,55.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-06,40239088.0,266.017,1.797,76.269,283.514,55.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-07,40449135.0,620.908,6.196,77.15,286.175,55.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-08,40626731.0,524.982,6.855,76.851,285.214,55.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-09,40793575.0,493.198,9.542,76.635,282.846,55.45,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-10,41035283.0,714.5,7.275,76.109,279.521,55.6,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-11,41125867.0,267.77,2.48,74.865,271.894,55.69,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-12,41175436.0,146.528,1.123,74.764,270.599,55.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-13,41383092.0,613.84,6.376,75.421,272.423,55.86,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-14,41528699.0,430.421,5.699,74.546,267.915,55.98,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-15,41702004.0,512.297,8.097,73.538,264.678,56.09,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-16,41860713.0,469.151,10.325,73.115,260.871,56.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-17,42071365.0,622.697,7.254,72.231,256.526,56.36,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-18,42147682.0,225.596,2.986,70.88,249.712,56.44,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-19,42193685.0,135.987,1.194,70.292,246.812,56.49,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-20,42363037.0,500.612,6.82,70.017,247.347,56.6,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-21,42484938.0,360.345,7.233,69.573,243.454,56.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-22,42616628.0,389.282,7.955,68.364,238.976,56.81,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-23,42745714.0,381.584,9.779,66.762,234.243,56.91,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-24,42920294.0,516.066,7.343,65.58,228.759,57.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-25,42982212.0,183.032,2.533,64.226,221.133,57.1,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-26,43037839.0,164.436,1.75,63.682,219.223,57.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-27,43191716.0,454.867,6.678,62.834,218.41,57.22,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-28,43304918.0,334.63,7.443,61.728,214.387,57.31,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-29,43426850.0,360.436,7.804,60.303,209.004,57.4,338289856.0,78.86,54225.446
USA,North America,United States,2021-09-30,43537008.0,325.632,8.354,58.536,203.725,57.5,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-01,43691854.0,457.732,6.299,56.969,198.422,57.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-02,43741676.0,147.276,2.513,55.993,191.652,57.68,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-03,43787903.0,136.649,1.605,55.485,190.313,57.72,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-04,43928444.0,415.446,5.711,55.201,190.626,57.8,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-05,44023969.0,282.376,5.599,53.98,187.732,57.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-06,44136744.0,333.368,7.863,52.946,184.386,57.95,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-07,44237855.0,298.889,7.31,51.678,180.6,58.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-08,44368421.0,385.959,5.333,50.282,175.769,58.13,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-09,44408803.0,119.371,1.336,51.358,171.273,58.18,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-10,44449796.0,121.177,1.46,52.878,169.961,58.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-11,44542619.0,274.389,3.488,52.919,170.321,58.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-12,44653615.0,328.109,6.766,52.485,168.45,58.35,338289856.0,78.86,54225.446
